0,1,2,3,4,SalePrice
0.6666666666666666,0.9481481481481482,0.26699937616968183,0.31690465223399356,0.3942446043165468,208500
0.5555555555555556,0.7481481481481481,0.3936369307548347,0.21372639336711194,0.33093525179856115,181500
0.6666666666666666,0.9333333333333333,0.28696194635059263,0.33440810686319666,0.437410071942446,223500
0.6666666666666666,0.2962962962962963,0.23580786026200873,0.31851681252878855,0.4618705035971223,140000
0.7777777777777778,0.9259259259259259,0.35714285714285715,0.42929525564256105,0.6014388489208633,250000
0.4444444444444444,0.8740740740740741,0.24828446662507797,0.23675725472132658,0.34532374100719426,143000
0.7777777777777778,0.9555555555555556,0.5258889582033687,0.3132197144173192,0.45755395683453237,307000
0.6666666666666666,0.725925925925926,0.34529008109794135,0.4044219253800092,0.34820143884892085,200000
0.6666666666666666,0.4148148148148148,0.29694323144104806,0.3316444035006909,0.3366906474820144,129900
0.4444444444444444,0.4740740740740741,0.30910792264504056,0.17111929986181484,0.1474820143884892,118000
0.4444444444444444,0.6666666666666666,0.32439176543980036,0.1625978811607554,0.2762589928057554,129500
0.8888888888888888,0.9629629629629629,0.3665003119151591,0.45831414094887146,0.5294964028776978,345000
0.4444444444444444,0.6444444444444445,0.28446662507797876,0.13311837862736067,0.25323741007194245,144000
0.6666666666666666,0.9703703703703703,0.46600124766063633,0.26715799170888993,0.60431654676259,279500
0.5555555555555556,0.6296296296296297,0.39082969432314413,0.21165361584523262,0.25323741007194245,157000
0.6666666666666666,0.4,0.2595134123518403,0.11976047904191617,0.4143884892086331,132000
0.5555555555555556,0.7037037037037037,0.31316281971303805,0.15430677107323815,0.34532374100719426,149000
0.3333333333333333,0.6814814814814815,0.0,0.2215568862275449,0.3712230215827338,90000
0.4444444444444444,0.9555555555555556,0.34747348721147847,0.17964071856287425,0.4143884892086331,159000
0.4444444444444444,0.6148148148148148,0.32096069868995636,0.23146015660985722,0.21151079136690648,139000
0.7777777777777778,0.9629629629629629,0.36119775421085465,0.4702901888530631,0.6136690647482015,325300
0.6666666666666666,0.4074074074074074,0.19868995633187772,0.17825886688162138,0.2014388489208633,139400
0.7777777777777778,0.9407407407407408,0.5542732376793512,0.336480884385076,0.3841726618705036,230000
0.4444444444444444,0.7481481481481481,0.32439176543980036,0.16720405343159833,0.4115107913669065,129900
0.4444444444444444,0.6888888888888889,0.330630068621335,0.16720405343159833,0.19424460431654678,154000
0.7777777777777778,0.9777777777777777,0.48845913911416095,0.2915707047443574,0.6402877697841727,256300
0.4444444444444444,0.562962962962963,0.280723643169058,0.13035467526485492,0.4143884892086331,134800
0.7777777777777778,0.9777777777777777,0.5315034310667498,0.3155228005527407,0.5553956834532374,306000
0.4444444444444444,0.6074074074074074,0.462882096069869,0.2915707047443574,0.22949640287769785,207500
0.3333333333333333,0.3851851851851852,0.16219588271990018,0.04283740211883925,0.17266187050359713,68500
0.3333333333333333,0.3333333333333333,0.2024329382407985,0.22639336711192998,0.17985611510791366,40000
0.4444444444444444,0.674074074074074,0.3830318153462258,0.20589590050667894,0.1949640287769784,149350
0.7777777777777778,0.9777777777777777,0.3849033063006862,0.20727775218793182,0.34820143884892085,179900
0.4444444444444444,0.6222222222222222,0.4360573923892701,0.3146015660985721,0.32158273381294966,165500
0.8888888888888888,0.9629629629629629,0.4868995633187773,0.28258866881621375,0.4,277500
0.7777777777777778,0.9555555555555556,0.34840923268870866,0.4877936434822662,0.49712230215827335,309000
0.4444444444444444,0.8814814814814815,0.34217092950717404,0.17572547213265777,0.48345323741007196,145000
0.4444444444444444,0.5851851851851851,0.40455396132252025,0.22178719484108705,0.35827338129496406,153000
0.4444444444444444,0.5777777777777777,0.3296943231441048,0.1665131275909719,0.17697841726618704,109000
0.3333333333333333,0.5925925925925926,0.0,0.1883924458774758,0.0,82000
0.5555555555555556,0.6666666666666666,0.3393636930754835,0.228005527406725,0.31654676258992803,160000
0.4444444444444444,0.6222222222222222,0.42108546475358705,0.22892676186089359,0.22158273381294963,170000
0.4444444444444444,0.8,0.26200873362445415,0.12666973744818055,0.36258992805755397,144000
0.4444444444444444,0.7407407407407407,0.2925764192139738,0.13910640257945647,0.22158273381294963,130250
0.4444444444444444,0.6222222222222222,0.3587024329382408,0.1879318286503915,0.2158273381294964,141000
0.8888888888888888,0.9629629629629629,0.5464753587024329,0.3265776140027637,0.4143884892086331,319900
0.6666666666666666,0.9481481481481482,0.4472863381160324,0.41801013357899586,0.48201438848920863,239686
0.7777777777777778,0.9703703703703703,0.5165315034310668,0.30446798710271766,0.5942446043165468,249700
0.3333333333333333,0.3333333333333333,0.2295695570804741,0.25748502994011974,0.0,113000
0.4444444444444444,0.674074074074074,0.29787897691827825,0.14302164900967296,0.2776978417266187,127000
0.5555555555555556,0.9037037037037037,0.2476606363069245,0.2616305849838784,0.27913669064748203,177000
0.5555555555555556,0.43703703703703706,0.2545227698066126,0.19391985260248734,0.37985611510791367,114500
0.4444444444444444,0.6518518518518519,0.2545227698066126,0.1110087517273146,0.3712230215827338,110000
0.8888888888888888,0.7851851851851852,0.5745477230193388,0.3473053892215569,0.6431654676258993,385000
0.4444444444444444,0.5925925925925926,0.11977542108546475,0.2362966374942423,0.4115107913669065,130000
0.5555555555555556,0.6592592592592592,0.44447910168434185,0.2512666973744818,0.4143884892086331,180500
0.7777777777777778,0.9185185185185185,0.3025577043044292,0.3235836020267158,0.34532374100719426,172500
0.6666666666666666,0.9555555555555556,0.26824703680598877,0.319207738369415,0.4064748201438849,196500
1.0,0.9703703703703703,0.4398003742981909,0.6013357899585444,0.4611510791366906,438780
0.4444444444444444,0.7185185185185186,0.24329382407985028,0.10271764163979732,0.25323741007194245,124900
0.5555555555555556,0.9555555555555556,0.36119775421085465,0.18977429755872868,0.4143884892086331,158000
0.4444444444444444,0.3333333333333333,0.1653150343106675,0.1789497927222478,0.20719424460431654,101000
0.7777777777777778,0.9703703703703703,0.42732376793512167,0.23859972362966375,0.34820143884892085,202500
0.6666666666666666,0.34074074074074073,0.17966313162819714,0.31690465223399356,0.34532374100719426,140000
0.6666666666666666,0.9037037037037037,0.3296943231441048,0.391524643021649,0.46402877697841727,219500
0.7777777777777778,0.9555555555555556,0.35651902682470366,0.4926301243666513,0.6129496402877698,317000
0.6666666666666666,0.7037037037037037,0.6072988147223956,0.43136803316444033,0.4143884892086331,180000
0.6666666666666666,0.9481481481481482,0.45321272613849034,0.2637033625057577,0.4014388489208633,226000
0.3333333333333333,0.5185185185185185,0.23300062383031817,0.0951174573929065,0.15827338129496402,80000
0.6666666666666666,0.5777777777777777,0.4067373674360574,0.4497927222478121,0.47985611510791365,225000
0.6666666666666666,0.725925925925926,0.6933873986275733,0.4350529709811147,0.3712230215827338,244000
0.3333333333333333,0.7925925925925926,0.26356830941983783,0.11768770152003685,0.2589928057553957,129500
0.6666666666666666,0.9111111111111111,0.2595134123518403,0.3187471211423307,0.30719424460431655,185000
0.4444444444444444,0.5851851851851851,0.33873986275733,0.17319207738369416,0.35251798561151076,144900
0.2222222222222222,0.2962962962962963,0.26200873362445415,0.2927222478120682,0.27266187050359714,107400
0.3333333333333333,0.725925925925926,0.14410480349344978,0.1506218332565638,0.21366906474820144,91000
0.3333333333333333,0.6,0.29694323144104806,0.14233072316904652,0.20359712230215826,135750
0.4444444444444444,0.5407407407407407,0.2096069868995633,0.2190234914785813,0.17266187050359713,127000
0.3333333333333333,0.6888888888888889,0.5514660012476607,0.33026255181943803,0.0,136500
0.4444444444444444,0.25925925925925924,0.1372426699937617,0.20635651773376323,0.31654676258992803,110000
0.5555555555555556,0.6888888888888889,0.2794759825327511,0.4163979732842008,0.3661870503597122,193500
0.5555555555555556,0.9111111111111111,0.3858390517779164,0.23099953938277293,0.29136690647482016,153500
0.7777777777777778,0.9777777777777777,0.48752339363693076,0.28304928604329804,0.5453237410071943,245000
0.4444444444444444,0.6296296296296297,0.33218964441671867,0.16835559649930906,0.3316546762589928,126500
0.6666666666666666,0.8888888888888888,0.11977542108546475,0.262551819438047,0.28776978417266186,168500
0.7777777777777778,0.8592592592592593,0.4017467248908297,0.4797328420082911,0.33237410071942447,260000
0.5555555555555556,0.9629629629629629,0.2133499688084841,0.2823583602026716,0.28776978417266186,174000
0.5555555555555556,0.9925925925925926,0.19089207735495944,0.20497466605251036,0.37985611510791367,164500
0.2222222222222222,0.2962962962962963,0.3159700561447286,0.2745278673422386,0.0,85000
0.3333333333333333,0.8814814814814815,0.3087960074859638,0.1510824504836481,0.0,123600
0.3333333333333333,0.5555555555555556,0.0,0.1625978811607554,0.302158273381295,109900
