OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice
0.6618910855515537,-0.04069469568200211,-0.7424896710299816,0.5911364023224942,1.410836288861571,0.37749193124348857,0.8195557383723991,0.3552738177872696,0.32256587821060434,0.26753829553045944,174000
0.6618910855515537,-1.4263593084521833,-1.720087605683168,-0.4544303489934331,-0.756023343101648,-0.030427447294493298,0.8195557383723991,-0.283954910127372,-1.0233124412198478,-1.2111197643490603,145000
-0.06125854290657694,-2.020215571067975,0.8705469211477758,-1.3418639799071772,-0.42224620724644407,0.28396895177380493,-0.9958446157339682,-0.9231836380420135,-1.0233124412198478,-1.0274647823895022,117000
-0.7844081713647075,-2.3501357169656374,-1.720087605683168,-0.924109318546186,0.7109810040038854,1.680844091938016,0.8195557383723991,2.272960001531194,0.32256587821060434,0.40881135857627343,90000
-0.06125854290657694,-1.228407220913586,0.47950774728650125,-0.7990189397205785,-0.8313923737786295,0.3337152174491686,-0.9958446157339682,-0.283954910127372,-1.0233124412198478,-1.0981013139124092,188700
-0.7844081713647075,-0.27163879781036565,-1.0846489481585968,-0.03195529597864535,-0.3172679145177912,-0.8999921712998498,-0.9958446157339682,-0.9231836380420135,-1.0233124412198478,-0.777882371008564,133000
-0.7844081713647075,-0.13967073945130076,-0.8891293612279596,0.37871877790165115,0.15109677611773686,-0.5537581621993188,0.8195557383723991,-0.9231836380420135,-1.0233124412198478,-0.7307913499932928,143000
0.6618910855515537,1.1140258149598155,1.0171866113457537,0.7988336350895406,0.6302284711356909,1.9295754203148343,0.8195557383723991,1.6337312736165528,0.32256587821060434,0.4841569922007075,320000
-0.7844081713647075,-1.6902954251703128,-1.720087605683168,-1.079882243121471,-1.5124054009670698,-0.5975348759936389,-0.9958446157339682,-0.283954910127372,-1.0233124412198478,-1.338265521090293,78000
0.6618910855515537,0.15725739185659518,-0.44921029063402573,0.08605449536626744,0.5710099470323483,-0.2433414643850497,0.8195557383723991,-0.283954910127372,0.32256587821060434,0.027374088352575644,152000
-0.06125854290657694,1.2459938733188802,1.1638263015437318,-1.0421191098910987,-1.469337383437366,-0.5338596559291734,0.8195557383723991,-1.5624123659566551,0.32256587821060434,0.25812009132740515,164500
-0.06125854290657694,-0.3706148415796643,-1.2312886383565749,0.7775918726474563,0.6060027112752325,-0.2174734062338606,-0.9958446157339682,0.3552738177872696,-1.0233124412198478,-0.8532280046329982,145250
-0.06125854290657694,-1.6902954251703128,-1.720087605683168,-1.7336564871722877,-0.3307266699958236,-0.17170684181252605,-0.9958446157339682,-0.283954910127372,-2.3691907606502998,-2.228285818278921,89500
-0.7844081713647075,0.22324142103612762,-0.35145049716870713,0.10257586615455523,-0.12884533782533739,-0.7607026274088315,-0.9958446157339682,-1.5624123659566551,0.32256587821060434,0.606593646840413,165500
-1.5075577998228382,-1.5253353522214819,-1.720087605683168,-0.8674646187006279,-0.9363706665072823,-0.32691519071966063,-0.9958446157339682,0.9945025457019111,-1.0233124412198478,-1.239374376958223,107000
